,Country or Area,Year,Unit,Quantity
461,Brazil,1995,"Kilowatt-hours, million",96654.521768
462,Brazil,1994,"Kilowatt-hours, million",94236.742056
463,Brazil,1993,"Kilowatt-hours, million",89364.515936
464,Brazil,1992,"Kilowatt-hours, million",84759.512252
465,Brazil,1991,"Kilowatt-hours, million",80154.786346
466,Brazil,1990,"Kilowatt-hours, million",76290.894366
467,Brunei Darussalam,2020,"Kilowatt-hours, million",118151.855076964
468,Brunei Darussalam,2019,"Kilowatt-hours, million",122040.91818821199
469,Brunei Darussalam,2018,"Kilowatt-hours, million",129390.38129
470,Brunei Darussalam,2017,"Kilowatt-hours, million",133068.16201
471,Brunei Darussalam,2016,"Kilowatt-hours, million",122427.99377565
472,Brunei Darussalam,2015,"Kilowatt-hours, million",124008.988096
473,Brunei Darussalam,2014,"Kilowatt-hours, million",130668.437868
474,Brunei Darussalam,2013,"Kilowatt-hours, million",133843.718186
475,Brunei Darussalam,2012,"Kilowatt-hours, million",137528.165578
476,Brunei Darussalam,2011,"Kilowatt-hours, million",139968.723086
477,Brunei Darussalam,2010,"Kilowatt-hours, million",134651.774388
478,Brunei Darussalam,2009,"Kilowatt-hours, million",137347.3321
479,Brunei Darussalam,2008,"Kilowatt-hours, million",148409.007616
480,Brunei Darussalam,2007,"Kilowatt-hours, million",142904.558768
481,Brunei Darussalam,2006,"Kilowatt-hours, million",146565.950586
482,Brunei Darussalam,2005,"Kilowatt-hours, million",132189.550196
483,Brunei Darussalam,2004,"Kilowatt-hours, million",136104.831106
484,Brunei Darussalam,2003,"Kilowatt-hours, million",138035.110428
485,Brunei Darussalam,2002,"Kilowatt-hours, million",128069.269122
486,Brunei Darussalam,2001,"Kilowatt-hours, million",126804.823666
487,Brunei Darussalam,2000,"Kilowatt-hours, million",126304.545488
488,Brunei Darussalam,1999,"Kilowatt-hours, million",120492.040838
489,Brunei Darussalam,1998,"Kilowatt-hours, million",116302.593042
490,Brunei Darussalam,1997,"Kilowatt-hours, million",123964.265838
491,Brunei Darussalam,1996,"Kilowatt-hours, million",124002.87698
492,Brunei Darussalam,1995,"Kilowatt-hours, million",126275.656576
493,Brunei Darussalam,1994,"Kilowatt-hours, million",114375.369278
494,Brunei Darussalam,1993,"Kilowatt-hours, million",110651.199632
495,Brunei Darussalam,1992,"Kilowatt-hours, million",113211.757236
496,Brunei Darussalam,1991,"Kilowatt-hours, million",112052.311864
497,Brunei Darussalam,1990,"Kilowatt-hours, million",108135.642064
498,Bulgaria,2021,"Kilowatt-hours, million",346.10861022
499,Bulgaria,2020,"Kilowatt-hours, million",617.799660906
500,Bulgaria,2019,"Kilowatt-hours, million",418.462556992
501,Bulgaria,2018,"Kilowatt-hours, million",368.75890611799997
502,Bulgaria,2017,"Kilowatt-hours, million",856.1401293560001
503,Bulgaria,2016,"Kilowatt-hours, million",990.556348
504,Bulgaria,2015,"Kilowatt-hours, million",1091.945318
505,Bulgaria,2014,"Kilowatt-hours, million",2060.834982
506,Bulgaria,2013,"Kilowatt-hours, million",3021.946862
507,Bulgaria,2012,"Kilowatt-hours, million",3983.614298
508,Bulgaria,2011,"Kilowatt-hours, million",4532.225848
509,Bulgaria,2010,"Kilowatt-hours, million",763.611722
510,Bulgaria,2009,"Kilowatt-hours, million",169.166802
511,Bulgaria,2008,"Kilowatt-hours, million",2020.279394
512,Bulgaria,2007,"Kilowatt-hours, million",3046.113548
513,Bulgaria,2006,"Kilowatt-hours, million",4830.837198
514,Bulgaria,2005,"Kilowatt-hours, million",4967.781752
515,Bulgaria,2004,"Kilowatt-hours, million",3453.336096
516,Bulgaria,2003,"Kilowatt-hours, million",165.833466
517,Bulgaria,2002,"Kilowatt-hours, million",208.889056
518,Bulgaria,2001,"Kilowatt-hours, million",236.944634
519,Bulgaria,2000,"Kilowatt-hours, million",159.166794
520,Bulgaria,1999,"Kilowatt-hours, million",275.00022
521,Bulgaria,1998,"Kilowatt-hours, million",302.222464
522,Bulgaria,1997,"Kilowatt-hours, million",363.055846
523,Bulgaria,1996,"Kilowatt-hours, million",426.111452
524,Bulgaria,1995,"Kilowatt-hours, million",460.278146
525,Bulgaria,1994,"Kilowatt-hours, million",528.333756
526,Bulgaria,1993,"Kilowatt-hours, million",634.167174
527,Bulgaria,1992,"Kilowatt-hours, million",351.38917
528,Bulgaria,1991,"Kilowatt-hours, million",94.166742
529,Bulgaria,1990,"Kilowatt-hours, million",125.833434
530,Cameroon,2021,"Kilowatt-hours, million",24277.7972
531,Cameroon,2020,"Kilowatt-hours, million",25122.24232
532,Cameroon,2019,"Kilowatt-hours, million",24911.13104
533,Cameroon,2018,"Kilowatt-hours, million",16888.9024
534,Cameroon,2017,"Kilowatt-hours, million",6333.3384
535,Cameroon,2016,"Kilowatt-hours, million",5700.00456
536,Cameroon,2015,"Kilowatt-hours, million",5326.670928
537,Cameroon,2014,"Kilowatt-hours, million",4793.892724
538,Cameroon,2013,"Kilowatt-hours, million",3302.502642
539,Cameroon,2012,"Kilowatt-hours, million",2873.61341
540,Cameroon,2011,"Kilowatt-hours, million",2394.724138
541,Cameroon,2010,"Kilowatt-hours, million",3352.78046
542,Cameroon,2009,"Kilowatt-hours, million",3323.61377
543,Cameroon,2008,"Kilowatt-hours, million",4022.503218
544,Cameroon,2007,"Kilowatt-hours, million",3878.614214
545,Cameroon,2006,"Kilowatt-hours, million",0.0
546,Cameroon,2005,"Kilowatt-hours, million",0.0
547,Cameroon,2004,"Kilowatt-hours, million",0.0
548,Cameroon,2003,"Kilowatt-hours, million",0.0
549,Cameroon,2002,"Kilowatt-hours, million",0.0
550,Canada,2021,"Kilowatt-hours, million",2057684.97948
551,Canada,2020,"Kilowatt-hours, million",2309215.180704
552,Canada,2019,"Kilowatt-hours, million",2357343.830318
553,Canada,2018,"Kilowatt-hours, million",2439867.785226
554,Canada,2017,"Kilowatt-hours, million",2374028.010332
555,Canada,2016,"Kilowatt-hours, million",2299277.117198
556,Canada,2015,"Kilowatt-hours, million",2100154.4579
557,Canada,2014,"Kilowatt-hours, million",2082412.77704
558,Canada,2013,"Kilowatt-hours, million",2002291.601832
559,Canada,2012,"Kilowatt-hours, million",1984517.143168
560,Canada,2011,"Kilowatt-hours, million",1990339.09227
561,Canada,2010,"Kilowatt-hours, million",1972397.41125
562,Canada,2009,"Kilowatt-hours, million",2033051.904218
563,Canada,2008,"Kilowatt-hours, million",2162565.063384
564,Canada,2007,"Kilowatt-hours, million",2254134.581084
565,Canada,2006,"Kilowatt-hours, million",2309229.62516
566,Canada,2005,"Kilowatt-hours, million",2303816.009718
567,Canada,2004,"Kilowatt-hours, million",2255744.304594
568,Canada,2003,"Kilowatt-hours, million",2262670.976802
569,Canada,2002,"Kilowatt-hours, million",2282609.326086
570,Canada,2001,"Kilowatt-hours, million",2276189.043172
571,Canada,2000,"Kilowatt-hours, million",2221659.277326
572,Canada,1999,"Kilowatt-hours, million",2174497.57293
573,Canada,1998,"Kilowatt-hours, million",2147283.384492
574,Canada,1997,"Kilowatt-hours, million",2071999.435376
575,Canada,1996,"Kilowatt-hours, million",2033029.681978
576,Canada,1995,"Kilowatt-hours, million",1956616.009736
577,Canada,1994,"Kilowatt-hours, million",1876541.223454
578,Canada,1993,"Kilowatt-hours, million",1700542.193766
579,Canada,1992,"Kilowatt-hours, million",1558410.691172
580,Canada,1991,"Kilowatt-hours, million",1442971.432154
581,Canada,1990,"Kilowatt-hours, million",1383557.495734
582,Chile,2021,"Kilowatt-hours, million",14632.328928076
583,Chile,2020,"Kilowatt-hours, million",14021.902050846
584,Chile,2019,"Kilowatt-hours, million",17967.996874386
585,Chile,2018,"Kilowatt-hours, million",14996.142274682
586,Chile,2017,"Kilowatt-hours, million",14736.589289262001
587,Chile,2016,"Kilowatt-hours, million",15752.79038
588,Chile,2015,"Kilowatt-hours, million",13108.34382
589,Chile,2014,"Kilowatt-hours, million",10116.67476
590,Chile,2013,"Kilowatt-hours, million",12431.676612
591,Chile,2012,"Kilowatt-hours, million",15172.512138
592,Chile,2011,"Kilowatt-hours, million",17675.847474
593,Chile,2010,"Kilowatt-hours, million",21655.850658
594,Chile,2009,"Kilowatt-hours, million",21810.017448
595,Chile,2008,"Kilowatt-hours, million",22182.795524
596,Chile,2007,"Kilowatt-hours, million",22669.46258
597,Chile,2006,"Kilowatt-hours, million",22021.128728
598,Chile,2005,"Kilowatt-hours, million",22956.96281
599,Chile,2004,"Kilowatt-hours, million",20264.738434
600,Chile,2003,"Kilowatt-hours, million",21082.239088
601,Chile,2002,"Kilowatt-hours, million",24814.464296
602,Chile,2001,"Kilowatt-hours, million",27186.13286
603,Chile,2000,"Kilowatt-hours, million",27352.79966
604,Chile,1999,"Kilowatt-hours, million",29715.857106
605,Chile,1998,"Kilowatt-hours, million",30873.63581
606,Chile,1997,"Kilowatt-hours, million",32470.303754
607,Chile,1996,"Kilowatt-hours, million",38957.808944
608,Chile,1995,"Kilowatt-hours, million",40149.198786
609,Chile,1994,"Kilowatt-hours, million",45067.536054
610,Chile,1993,"Kilowatt-hours, million",44431.424434
611,Chile,1992,"Kilowatt-hours, million",42792.256456
612,Chile,1991,"Kilowatt-hours, million",43145.86785
613,Chile,1990,"Kilowatt-hours, million",44588.369004
614,China,2020,"Kilowatt-hours, million",2361661.2009941163
615,China,2019,"Kilowatt-hours, million",2153744.1396606
616,China,2018,"Kilowatt-hours, million",1934792.797833
617,China,2017,"Kilowatt-hours, million",1759198.1573573998
618,China,2016,"Kilowatt-hours, million",1609617.537693
619,China,2015,"Kilowatt-hours, million",1518568.4648538
620,China,2014,"Kilowatt-hours, million",1477791.487232244
621,China,2013,"Kilowatt-hours, million",1291858.811264
622,China,2012,"Kilowatt-hours, million",1161805.373888
623,China,2011,"Kilowatt-hours, million",1099336.712802
624,China,2010,"Kilowatt-hours, million",998010.798408
625,China,2009,"Kilowatt-hours, million",882534.872694
626,China,2008,"Kilowatt-hours, million",831105.664884
627,China,2007,"Kilowatt-hours, million",716634.462196
628,China,2006,"Kilowatt-hours, million",606024.09593
629,China,2005,"Kilowatt-hours, million",510462.352814
630,China,2004,"Kilowatt-hours, million",429111.4544
631,China,2003,"Kilowatt-hours, million",362405.567702
632,China,2002,"Kilowatt-hours, million",338041.659322
633,China,2001,"Kilowatt-hours, million",405397.824318
634,China,2000,"Kilowatt-hours, million",363573.624192
635,China,1999,"Kilowatt-hours, million",336829.158352
636,China,1998,"Kilowatt-hours, million",311177.193386
637,China,1997,"Kilowatt-hours, million",277081.888332
638,China,1996,"Kilowatt-hours, million",268869.65954
639,China,1995,"Kilowatt-hours, million",239902.9697
640,China,1994,"Kilowatt-hours, million",234716.298884
641,China,1993,"Kilowatt-hours, million",201744.050284
642,China,1992,"Kilowatt-hours, million",170755.69216
643,China,1991,"Kilowatt-hours, million",173783.750138
644,China,1990,"Kilowatt-hours, million",165456.799032
645,Colombia,2021,"Kilowatt-hours, million",124917.73743411001
646,Colombia,2020,"Kilowatt-hours, million",218167.27175590003
647,Colombia,2019,"Kilowatt-hours, million",225878.90431409
648,Colombia,2018,"Kilowatt-hours, million",235904.047334198
649,Colombia,2017,"Kilowatt-hours, million",245742.857149684
650,Colombia,2016,"Kilowatt-hours, million",259216.93931783
651,Colombia,2015,"Kilowatt-hours, million",259638.91937763602
652,Colombia,2014,"Kilowatt-hours, million",272974.01282348
653,Colombia,2013,"Kilowatt-hours, million",293834.123956
654,Colombia,2012,"Kilowatt-hours, million",327436.650838
655,Colombia,2011,"Kilowatt-hours, million",326113.038668
656,Colombia,2010,"Kilowatt-hours, million",334418.878646
657,Colombia,2009,"Kilowatt-hours, million",442209.798212
658,Colombia,2008,"Kilowatt-hours, million",325265.815768
659,Colombia,2007,"Kilowatt-hours, million",323097.4807
660,Colombia,2006,"Kilowatt-hours, million",347356.388996
661,Colombia,2005,"Kilowatt-hours, million",85086.35418014
662,Colombia,2004,"Kilowatt-hours, million",82991.73306
663,Colombia,2003,"Kilowatt-hours, million",77837.840048
664,Colombia,2002,"Kilowatt-hours, million",82273.399152
665,Colombia,2001,"Kilowatt-hours, million",79944.5084
666,Colombia,2000,"Kilowatt-hours, million",77047.28386
667,Colombia,1999,"Kilowatt-hours, million",67561.720716
668,Colombia,1998,"Kilowatt-hours, million",81586.454158
669,Colombia,1997,"Kilowatt-hours, million",77413.395264
670,Colombia,1996,"Kilowatt-hours, million",63029.772646
671,Colombia,1995,"Kilowatt-hours, million",51590.596828
672,Colombia,1994,"Kilowatt-hours, million",55583.3778
673,Colombia,1993,"Kilowatt-hours, million",56276.989466
674,Colombia,1992,"Kilowatt-hours, million",53495.87613
675,Colombia,1991,"Kilowatt-hours, million",54923.65505
676,Colombia,1990,"Kilowatt-hours, million",53426.43163
677,Congo,2021,"Kilowatt-hours, million",11115.008892
678,Congo,2020,"Kilowatt-hours, million",11117.805838682
679,Congo,2019,"Kilowatt-hours, million",10646.695184016
680,Congo,2018,"Kilowatt-hours, million",7587.863848063999
681,Congo,2017,"Kilowatt-hours, million",6679.10534328
682,Congo,2016,"Kilowatt-hours, million",6352.227304
683,Congo,2015,"Kilowatt-hours, million",5546.671104
684,Congo,2014,"Kilowatt-hours, million",2953.335696
685,Congo,2013,"Kilowatt-hours, million",3268.335948
686,Congo,2012,"Kilowatt-hours, million",2303.612954
687,Congo,2011,"Kilowatt-hours, million",1592.779052
688,Congo,2010,"Kilowatt-hours, million",1089.723094
689,Congo,2009,"Kilowatt-hours, million",590.27825
690,Congo,2008,"Kilowatt-hours, million",274.166886
691,Congo,2007,"Kilowatt-hours, million",228.889072
692,Congo,2006,"Kilowatt-hours, million",257.222428
693,Congo,2005,"Kilowatt-hours, million",247.500198
694,Congo,2004,"Kilowatt-hours, million",212.777948
695,Congo,2003,"Kilowatt-hours, million",180.833478
696,Congo,2002,"Kilowatt-hours, million",0.0
697,Congo,2001,"Kilowatt-hours, million",0.0
698,Côte d'Ivoire,2020,"Kilowatt-hours, million",24658.411948936002
699,Côte d'Ivoire,2019,"Kilowatt-hours, million",24044.006457412004
700,Côte d'Ivoire,2018,"Kilowatt-hours, million",22175.851074
701,Côte d'Ivoire,2017,"Kilowatt-hours, million",24355.297262
702,Côte d'Ivoire,2016,"Kilowatt-hours, million",26957.0215656
703,Côte d'Ivoire,2015,"Kilowatt-hours, million",21795.572992
704,Côte d'Ivoire,2014,"Kilowatt-hours, million",21343.905964
705,Côte d'Ivoire,2013,"Kilowatt-hours, million",21168.07249
706,Côte d'Ivoire,2012,"Kilowatt-hours, million",18433.070302
707,Côte d'Ivoire,2011,"Kilowatt-hours, million",16898.902408
708,Côte d'Ivoire,2010,"Kilowatt-hours, million",17142.235936
709,Côte d'Ivoire,2009,"Kilowatt-hours, million",15720.568132
710,Côte d'Ivoire,2008,"Kilowatt-hours, million",17153.902612
711,Côte d'Ivoire,2007,"Kilowatt-hours, million",16300.846374
712,Côte d'Ivoire,2006,"Kilowatt-hours, million",17689.180790222203
713,Côte d'Ivoire,2005,"Kilowatt-hours, million",18834.1510673088
714,Côte d'Ivoire,2004,"Kilowatt-hours, million",16863.5889908604
715,Côte d'Ivoire,2003,"Kilowatt-hours, million",13269.318448779599
716,Côte d'Ivoire,2002,"Kilowatt-hours, million",15098.971245834
717,Côte d'Ivoire,2001,"Kilowatt-hours, million",14820.4044396474
718,Côte d'Ivoire,2000,"Kilowatt-hours, million",13646.521750542002
719,Côte d'Ivoire,1999,"Kilowatt-hours, million",13505.612471147999
720,Côte d'Ivoire,1998,"Kilowatt-hours, million",9249.0683159154
721,Côte d'Ivoire,1997,"Kilowatt-hours, million",7931.673012
722,Côte d'Ivoire,1996,"Kilowatt-hours, million",4835.003868
723,Côte d'Ivoire,1995,"Kilowatt-hours, million",537.222652
724,Croatia,2020,"Kilowatt-hours, million",9111.035066599998
725,Croatia,2019,"Kilowatt-hours, million",11000.347133604
726,Croatia,2018,"Kilowatt-hours, million",13151.449965596
727,Croatia,2017,"Kilowatt-hours, million",15888.114654926001
728,Croatia,2016,"Kilowatt-hours, million",17692.236376
729,Croatia,2015,"Kilowatt-hours, million",19013.9041
730,Croatia,2014,"Kilowatt-hours, million",18656.403814
731,Croatia,2013,"Kilowatt-hours, million",19477.515582
732,Croatia,2012,"Kilowatt-hours, million",21125.0169
733,Croatia,2011,"Kilowatt-hours, million",25934.465192
734,Croatia,2010,"Kilowatt-hours, million",28618.911784
735,Croatia,2009,"Kilowatt-hours, million",28383.633818
736,Croatia,2008,"Kilowatt-hours, million",28355.57824
737,Croatia,2007,"Kilowatt-hours, million",30527.8022
738,Croatia,2006,"Kilowatt-hours, million",28642.522914
739,Croatia,2005,"Kilowatt-hours, million",24102.519282
740,Croatia,2004,"Kilowatt-hours, million",23202.240784
741,Croatia,2003,"Kilowatt-hours, million",23112.51849
742,Croatia,2002,"Kilowatt-hours, million",22381.129016
743,Croatia,2001,"Kilowatt-hours, million",21220.85031
744,Croatia,2000,"Kilowatt-hours, million",17506.402894
745,Croatia,1999,"Kilowatt-hours, million",16366.401982
746,Croatia,1998,"Kilowatt-hours, million",16572.23548
747,Croatia,1997,"Kilowatt-hours, million",18126.125612
748,Croatia,1996,"Kilowatt-hours, million",18848.070634
749,Croatia,1995,"Kilowatt-hours, million",20756.405494
750,Croatia,1994,"Kilowatt-hours, million",18915.570688
751,Croatia,1993,"Kilowatt-hours, million",21628.350636
752,Croatia,1992,"Kilowatt-hours, million",19031.681892
753,Cuba,2021,"Kilowatt-hours, million",7066.0584028422
754,Cuba,2020,"Kilowatt-hours, million",9698.8940924424
755,Cuba,2019,"Kilowatt-hours, million",10309.1396639718
756,Cuba,2018,"Kilowatt-hours, million",10515.083995393801
757,Cuba,2017,"Kilowatt-hours, million",11389.8054451704
758,Cuba,2016,"Kilowatt-hours, million",12848.758445665198
759,Cuba,2015,"Kilowatt-hours, million",13489.353708141001
760,Cuba,2014,"Kilowatt-hours, million",13005.9264880662
761,Cuba,2013,"Kilowatt-hours, million",11554.560910308
762,Cuba,2012,"Kilowatt-hours, million",11218.620181277853
763,Cuba,2011,"Kilowatt-hours, million",11055.841781610796
764,Cuba,2010,"Kilowatt-hours, million",11630.137060491095
765,Cuba,2009,"Kilowatt-hours, million",12518.926675688883
766,Cuba,2008,"Kilowatt-hours, million",12583.959559937372
767,Cuba,2007,"Kilowatt-hours, million",13202.115561684
768,Cuba,2006,"Kilowatt-hours, million",11760.28718627778
769,Cuba,2005,"Kilowatt-hours, million",8053.339776
770,Cuba,2004,"Kilowatt-hours, million",7630.56166
771,Cuba,2003,"Kilowatt-hours, million",7131.95015
772,Cuba,2002,"Kilowatt-hours, million",6340.838406
773,Cuba,2001,"Kilowatt-hours, million",6449.171826
774,Cuba,2000,"Kilowatt-hours, million",6221.393866
775,Cuba,1999,"Kilowatt-hours, million",4985.837322
776,Cuba,1998,"Kilowatt-hours, million",1311.11216
777,Cuba,1997,"Kilowatt-hours, million",403.333656
778,Cuba,1996,"Kilowatt-hours, million",205.833498
779,Cuba,1995,"Kilowatt-hours, million",184.166814
780,Cuba,1994,"Kilowatt-hours, million",216.66684
781,Cuba,1993,"Kilowatt-hours, million",249.166866
782,Cuba,1992,"Kilowatt-hours, million",227.500182
783,Cuba,1991,"Kilowatt-hours, million",401.111432
784,Cuba,1990,"Kilowatt-hours, million",390.27809
785,Czechia,2021,"Kilowatt-hours, million",2167.14340038
786,Czechia,2020,"Kilowatt-hours, million",2101.558903468
787,Czechia,2019,"Kilowatt-hours, million",2229.57539477
788,Czechia,2018,"Kilowatt-hours, million",2320.9132456179996
789,Czechia,2017,"Kilowatt-hours, million",2435.557504
790,Czechia,2016,"Kilowatt-hours, million",2328.890752
791,Czechia,2015,"Kilowatt-hours, million",2646.946562
792,Czechia,2014,"Kilowatt-hours, million",2738.613302
793,Czechia,2013,"Kilowatt-hours, million",2660.835462
794,Czechia,2012,"Kilowatt-hours, million",2764.168878
795,Czechia,2011,"Kilowatt-hours, million",2447.501958
796,Czechia,2010,"Kilowatt-hours, million",2606.113196
797,Czechia,2009,"Kilowatt-hours, million",2348.057434
798,Czechia,2008,"Kilowatt-hours, million",2074.446104
799,Czechia,2007,"Kilowatt-hours, million",2119.44614
800,Czechia,2006,"Kilowatt-hours, million",1903.612634
801,Czechia,2005,"Kilowatt-hours, million",1991.66826
802,Czechia,2004,"Kilowatt-hours, million",2098.61279
803,Czechia,2003,"Kilowatt-hours, million",1693.890244
804,Czechia,2002,"Kilowatt-hours, million",1482.778964
805,Czechia,2001,"Kilowatt-hours, million",1575.279038
806,Czechia,2000,"Kilowatt-hours, million",2187.779528
807,Czechia,1999,"Kilowatt-hours, million",2264.724034
808,Czechia,1998,"Kilowatt-hours, million",2188.057306
809,Czechia,1997,"Kilowatt-hours, million",2110.279466
810,Czechia,1996,"Kilowatt-hours, million",2351.668548
811,Czechia,1995,"Kilowatt-hours, million",2558.33538
812,Czechia,1994,"Kilowatt-hours, million",2467.779752
813,Czechia,1993,"Kilowatt-hours, million",2431.390834
814,Czechia,1992,"Kilowatt-hours, million",1811.945894
815,Czechoslovakia (former),1991,"Kilowatt-hours, million",5230.55974
816,Czechoslovakia (former),1990,"Kilowatt-hours, million",6341.949518
817,Dem. Rep. of the Congo,2018,"Kilowatt-hours, million",3.44028053
818,Dem. Rep. of the Congo,2017,"Kilowatt-hours, million",3.44028053
819,Dem. Rep. of the Congo,2016,"Kilowatt-hours, million",3.888892
820,Dem. Rep. of the Congo,2015,"Kilowatt-hours, million",12.777788
821,Dem. Rep. of the Congo,2014,"Kilowatt-hours, million",22.22224
822,Dem. Rep. of the Congo,2013,"Kilowatt-hours, million",0.0
823,Dem. Rep. of the Congo,2012,"Kilowatt-hours, million",0.0
824,Dem. Rep. of the Congo,2011,"Kilowatt-hours, million",253.889092
825,Dem. Rep. of the Congo,2010,"Kilowatt-hours, million",253.889092
826,Dem. Rep. of the Congo,2009,"Kilowatt-hours, million",253.889092
827,Dem. Rep. of the Congo,2008,"Kilowatt-hours, million",253.889092
828,Dem. Rep. of the Congo,2007,"Kilowatt-hours, million",253.889092
829,Dem. Rep. of the Congo,2006,"Kilowatt-hours, million",126.944546
830,Denmark,2021,"Kilowatt-hours, million",13910.120016976
831,Denmark,2020,"Kilowatt-hours, million",15894.140215302003
832,Denmark,2019,"Kilowatt-hours, million",36583.940656018
833,Denmark,2018,"Kilowatt-hours, million",48921.275248100006
834,Denmark,2017,"Kilowatt-hours, million",57335.06420134801
835,Denmark,2016,"Kilowatt-hours, million",53582.065365618
836,Denmark,2015,"Kilowatt-hours, million",54654.339278991996
837,Denmark,2014,"Kilowatt-hours, million",54509.15860729199
838,Denmark,2013,"Kilowatt-hours, million",56495.322974
839,Denmark,2012,"Kilowatt-hours, million",67534.498472
840,Denmark,2011,"Kilowatt-hours, million",77091.172784
841,Denmark,2010,"Kilowatt-hours, million",96338.96596
842,Denmark,2009,"Kilowatt-hours, million",98246.745264
843,Denmark,2008,"Kilowatt-hours, million",118133.42784
844,Denmark,2007,"Kilowatt-hours, million",108723.420312
845,Denmark,2006,"Kilowatt-hours, million",122687.042594
846,Denmark,2005,"Kilowatt-hours, million",123507.321028
847,Denmark,2004,"Kilowatt-hours, million",112908.145882
848,Denmark,2003,"Kilowatt-hours, million",95959.243434
849,Denmark,2002,"Kilowatt-hours, million",100990.914126
850,Denmark,2001,"Kilowatt-hours, million",108932.864924
851,Denmark,2000,"Kilowatt-hours, million",106599.807502
852,Denmark,1999,"Kilowatt-hours, million",102667.304356
853,Denmark,1998,"Kilowatt-hours, million",97091.188784
854,Denmark,1997,"Kilowatt-hours, million",100037.58003
855,Denmark,1996,"Kilowatt-hours, million",80500.342178
856,Denmark,1995,"Kilowatt-hours, million",66527.275444
857,Denmark,1994,"Kilowatt-hours, million",62228.660894
858,Denmark,1993,"Kilowatt-hours, million",57540.879366
859,Denmark,1992,"Kilowatt-hours, million",49618.09525
860,Denmark,1991,"Kilowatt-hours, million",47654.20479
861,Denmark,1990,"Kilowatt-hours, million",37093.08523
862,Ecuador,2021,"Kilowatt-hours, million",12587.558681150002
863,Ecuador,2020,"Kilowatt-hours, million",12466.885238500214
864,Ecuador,2019,"Kilowatt-hours, million",13986.515838092608
865,Ecuador,2018,"Kilowatt-hours, million",14672.274448087946
866,Ecuador,2017,"Kilowatt-hours, million",15865.82670542899
867,Ecuador,2016,"Kilowatt-hours, million",17078.962348992285
868,Ecuador,2015,"Kilowatt-hours, million",16187.7629502
869,Ecuador,2014,"Kilowatt-hours, million",16894.5412934
870,Ecuador,2013,"Kilowatt-hours, million",15724.290357200001
871,Ecuador,2012,"Kilowatt-hours, million",14932.4841682
872,Ecuador,2011,"Kilowatt-hours, million",12882.288083599999
873,Ecuador,2010,"Kilowatt-hours, million",13546.483059400001
874,Ecuador,2009,"Kilowatt-hours, million",13630.427571
875,Ecuador,2008,"Kilowatt-hours, million",16131.1517938
876,Ecuador,2007,"Kilowatt-hours, million",16436.707593799998
877,Ecuador,2006,"Kilowatt-hours, million",15918.623846
878,Ecuador,2005,"Kilowatt-hours, million",15668.06809
879,Ecuador,2004,"Kilowatt-hours, million",17365.013892
880,Ecuador,2003,"Kilowatt-hours, million",14246.955842
881,Ecuador,2002,"Kilowatt-hours, million",12408.065482
882,Ecuador,2001,"Kilowatt-hours, million",11253.8973642218
883,Ecuador,2000,"Kilowatt-hours, million",11168.620157111198
884,Ecuador,1999,"Kilowatt-hours, million",10452.508362
885,Ecuador,1998,"Kilowatt-hours, million",10502.508402
886,Ecuador,1997,"Kilowatt-hours, million",9308.34078
887,Ecuador,1996,"Kilowatt-hours, million",10143.341448
888,Ecuador,1995,"Kilowatt-hours, million",10993.342128
889,Ecuador,1994,"Kilowatt-hours, million",10798.341972
890,Ecuador,1993,"Kilowatt-hours, million",11415.009132
891,Ecuador,1992,"Kilowatt-hours, million",10179.730366
892,Ecuador,1991,"Kilowatt-hours, million",11235.564544
893,Ecuador,1990,"Kilowatt-hours, million",12285.287606
894,Egypt,2020,"Kilowatt-hours, million",662508.7588954719
895,Egypt,2019,"Kilowatt-hours, million",738335.116500954
896,Egypt,2018,"Kilowatt-hours, million",534055.9828
897,Egypt,2017,"Kilowatt-hours, million",558220.724354
898,Egypt,2016,"Kilowatt-hours, million",455950.642538
899,Egypt,2015,"Kilowatt-hours, million",410549.217328
900,Egypt,2014,"Kilowatt-hours, million",461211.757858
901,Egypt,2013,"Kilowatt-hours, million",534300.42744
902,Egypt,2012,"Kilowatt-hours, million",597056.0332
903,Egypt,2011,"Kilowatt-hours, million",621045.496836
904,Egypt,2010,"Kilowatt-hours, million",606645.763094
905,Egypt,2009,"Kilowatt-hours, million",662212.751992
906,Egypt,2008,"Kilowatt-hours, million",664199.698026
907,Egypt,2007,"Kilowatt-hours, million",640278.29
908,Egypt,2006,"Kilowatt-hours, million",599398.812852
909,Egypt,2005,"Kilowatt-hours, million",557824.890704
910,Egypt,2004,"Kilowatt-hours, million",371226.13064733363
911,Egypt,2003,"Kilowatt-hours, million",344173.6084497776
912,Egypt,2002,"Kilowatt-hours, million",306057.46737355576
913,Egypt,2001,"Kilowatt-hours, million",251787.979208
914,Egypt,2000,"Kilowatt-hours, million",237003.800714
915,Egypt,1999,"Kilowatt-hours, million",185524.870642
916,Egypt,1998,"Kilowatt-hours, million",153467.622774
917,Egypt,1997,"Kilowatt-hours, million",147080.67322
918,Egypt,1996,"Kilowatt-hours, million",161740.129392
919,Egypt,1995,"Kilowatt-hours, million",152121.788364
920,Egypt,1994,"Kilowatt-hours, million",119069.5397
921,Egypt,1993,"Kilowatt-hours, million",109439.254218
922,Egypt,1992,"Kilowatt-hours, million",95727.021026
923,Egypt,1991,"Kilowatt-hours, million",88333.126222
924,Egypt,1990,"Kilowatt-hours, million",77223.67289
